Orthogroup	111	GCF_017603965.1_ASM1760396v1_protein	GCF_022117535.1_ASM2211753v1_protein	GCF_900379835.1_GBBC_2088_protein	GCF_900380015.1_JVD-0051_protein	GCF_900380035.1_NCPPB_1822_protein	GCF_900380065.1_PD_2659_protein	GCF_900380085.1_PD_2662_protein	GCF_900380095.1_PD_2905_protein	GCF_900380115.1_PD_4314_protein	GCF_900380125.1_PD_3160_protein	GCF_900380135.1_PD_4932_protein	GCF_900380145.1_PD_4634_protein	GCF_900380235.1_PD_885_protein
OG0000038				WP_159089019.1, WP_199915515.1	WP_108834761.1	WP_162597183.1, WP_204161293.1	WP_108862516.1, WP_199913065.1, WP_254213267.1	WP_199910482.1	WP_108851013.1	WP_108801509.1	WP_234420800.1	WP_108801509.1	WP_159088643.1, WP_199913065.1, WP_199914949.1, WP_254213850.1	WP_108858346.1, WP_199913065.1, WP_254213267.1
OG0000039		WP_208586441.1, WP_208586447.1, WP_208586453.1, WP_208586459.1	WP_208586441.1, WP_208586447.1, WP_208586453.1, WP_208586459.1	WP_002806801.1	WP_065975173.1	WP_065975173.1	WP_108858334.1	WP_065975173.1	WP_065975173.1	WP_002809990.1	WP_108840895.1	WP_002809990.1	WP_108858334.1	WP_108858334.1
OG0000040		WP_208588510.1, WP_208588514.1, WP_208590772.1, WP_208590776.1	WP_238135606.1, WP_238135607.1, WP_238135664.1, WP_238135665.1	WP_082244339.1	WP_088056885.1	WP_088061460.1	WP_088056885.1	WP_088061460.1	WP_088056885.1	WP_082244339.1	WP_082244339.1	WP_082244339.1	WP_088056885.1	WP_088056885.1
OG0000041		WP_208590694.1, WP_238135592.1, WP_238135593.1, WP_238135647.1	WP_208590694.1, WP_238135592.1, WP_238135593.1, WP_238135647.1	WP_002813762.1	WP_108834745.1	WP_002813762.1	WP_002813762.1	WP_002813762.1	WP_234418679.1	WP_002813762.1	WP_234420798.1	WP_002813762.1	WP_002813762.1	WP_002813762.1
OG0000042				WP_159088997.1, WP_234421177.1, WP_254223682.1	WP_159093490.1	WP_162597257.1, WP_162597265.1	WP_254213266.1		WP_254210902.1	WP_234407792.1, WP_254213770.1, WP_254214654.1	WP_254212188.1, WP_254212191.1	WP_234407792.1, WP_254213769.1, WP_254213770.1, WP_254213771.1	WP_254213849.1	WP_254213849.1
OG0000043		WP_208587676.1, WP_208587985.1	WP_208587676.1, WP_208587985.1	WP_002812018.1	WP_002812018.1, WP_108835019.1, WP_108835152.1	WP_088056981.1, WP_088062019.1	WP_088056981.1	WP_244614089.1		WP_002812018.1	WP_002812018.1	WP_002812018.1	WP_088056981.1	WP_088056981.1
OG0000044		WP_208588328.1, WP_238135594.1, WP_238135646.1, WP_238135663.1	WP_208588328.1, WP_238135594.1, WP_238135646.1, WP_238135663.1	WP_002813765.1		WP_088056888.1	WP_088056888.1	WP_088056888.1		WP_002813765.1	WP_002813765.1	WP_002813765.1	WP_088056888.1	WP_088056888.1
OG0000045		WP_208590910.1	WP_208590910.1	WP_145953988.1, WP_145954058.1	WP_145953988.1, WP_145954058.1	WP_145953987.1, WP_145953988.1	WP_159088353.1	WP_134656605.1	WP_159087733.1	WP_145954058.1	WP_159087733.1	WP_159087733.1	WP_159087733.1	WP_145953988.1, WP_145954097.1
OG0000046		WP_208591152.1	WP_208591152.1	WP_052032166.1	WP_052032166.1	WP_088061340.1, WP_134656597.1, WP_159089663.1	WP_052032166.1	WP_088061340.1, WP_088061341.1, WP_134656597.1	WP_083215082.1	WP_083215082.1	WP_083215082.1	WP_083215082.1	WP_083215082.1	WP_083215082.1
OG0000047		WP_238135626.1	WP_238135626.1	WP_002808161.1	WP_231895615.1, WP_234408215.1	WP_231895615.1, WP_231895704.1	WP_234408217.1	WP_231895704.1, WP_234408217.1	WP_234408215.1, WP_234408217.1	WP_234407782.1	WP_234420796.1	WP_234407782.1	WP_234408217.1	WP_234408217.1
OG0000048				WP_040762266.1, WP_231892700.1	WP_108835088.1, WP_234408263.1	WP_234414887.1	WP_231895760.1	WP_234414887.1	WP_159087715.1, WP_234408263.1	WP_145954031.1, WP_231892700.1	WP_040762266.1, WP_231892700.1	WP_145954031.1, WP_231892700.1	WP_231895760.1	WP_231895760.1
OG0000049		WP_208587205.1	WP_208587205.1	WP_040761876.1		WP_088061507.1, WP_088061515.1	WP_040761876.1, WP_088056895.1	WP_108778857.1, WP_134656611.1		WP_040761876.1	WP_040761876.1	WP_040761876.1	WP_040761876.1, WP_088056895.1	WP_040761876.1, WP_088056895.1
OG0000050		WP_208589815.1	WP_208589815.1	WP_108773757.1, WP_108775385.1	WP_108773757.1, WP_108820739.1	WP_108773757.1, WP_109170817.1	WP_002807877.1	WP_002807877.1	WP_002807877.1	WP_002807877.1	WP_002807877.1	WP_002807877.1	WP_002807877.1	WP_002807877.1
OG0000051				WP_159088941.1, WP_234421213.1, WP_234421266.1	WP_234423277.1	WP_162597166.1, WP_239425892.1, WP_239425894.1, WP_239425928.1	WP_234419619.1	WP_209019687.1	WP_234418692.1	WP_234408020.1	WP_234408020.1	WP_234408020.1	WP_234409121.1	WP_234409121.1
OG0000052				WP_199915517.1	WP_199913844.1	WP_204161287.1, WP_204161288.1	WP_199913056.1, WP_199913057.1	WP_209019690.1, WP_280176611.1	WP_234408233.1	WP_199910098.1	WP_199910098.1	WP_199910098.1	WP_199913056.1, WP_199914940.1, WP_234418022.1	WP_199913057.1
OG0000053	WP_011348010.1, WP_011409110.1	WP_208588452.1	WP_208588452.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1	WP_002808180.1
OG0000054	WP_011259177.1, WP_039421390.1	WP_208587043.1	WP_208587043.1	WP_108796776.1	WP_108834495.1	WP_088061694.1	WP_002802861.1	WP_088061694.1	WP_108834495.1	WP_002802861.1	WP_002802861.1	WP_002802861.1	WP_002802861.1	WP_002802861.1
OG0000055	WP_011050288.1	WP_208591778.1	WP_208591778.1	WP_231892677.1	WP_199912894.1	WP_088062434.1	WP_234419598.1, WP_234419599.1	WP_088062434.1	WP_234418665.1	WP_231892677.1	WP_167699512.1	WP_231892677.1	WP_172404524.1	WP_172404524.1
OG0000056	WP_008577605.1, WP_227479740.1	WP_244241844.1	WP_208587353.1	WP_231892678.1	WP_231895680.1	WP_231895680.1	WP_231892678.1	WP_231895680.1	WP_231895680.1	WP_231892678.1	WP_231892678.1	WP_231892678.1	WP_231892678.1	WP_231892678.1
OG0000057	WP_011269951.1, WP_065628638.1	WP_279631232.1	WP_279631232.1	WP_238396817.1	WP_040762867.1	WP_238396817.1	WP_040762867.1	WP_238396817.1	WP_040762867.1	WP_238396817.1	WP_238396817.1	WP_238396817.1	WP_040762867.1	WP_231895693.1
OG0000058		WP_208586676.1	WP_208586676.1	WP_002810905.1	WP_231895779.1	WP_231895698.1, WP_231895699.1	WP_002810905.1	WP_231895698.1, WP_231895699.1	WP_002810905.1	WP_002810905.1	WP_002810905.1	WP_002810905.1	WP_002810905.1	WP_002810905.1
OG0000059		WP_208587125.1	WP_208587125.1	WP_002811230.1, WP_159088919.1	WP_108834843.1	WP_088061181.1	WP_088056939.1	WP_088061181.1	WP_108884099.1, WP_159088656.1	WP_002811230.1	WP_108840893.1	WP_002811230.1	WP_088056939.1	WP_088056939.1
OG0000060		WP_208587323.1, WP_208589911.1	WP_208587323.1, WP_208589911.1	WP_040763020.1	WP_040763020.1	WP_088061763.1	WP_040763020.1	WP_088061763.1	WP_040763020.1	WP_040763020.1	WP_040763020.1	WP_040763020.1	WP_040763020.1	WP_040763020.1
OG0000061		WP_208587610.1, WP_208590313.1	WP_208587610.1, WP_238135657.1	WP_002804836.1	WP_002804836.1	WP_088062036.1	WP_002804836.1	WP_088062036.1	WP_002804836.1	WP_002804836.1	WP_002804836.1	WP_002804836.1	WP_002804836.1	WP_002804836.1
OG0000062		WP_238135508.1	WP_238135508.1	WP_065975168.1	WP_065975168.1, WP_199913827.1	WP_231895702.1	WP_231892730.1	WP_231895702.1	WP_065975168.1, WP_108884095.1	WP_231892730.1	WP_231892730.1	WP_231892730.1	WP_231892730.1	WP_231892730.1
OG0000063		WP_238135567.1, WP_238135568.1	WP_238135567.1, WP_238135568.1	WP_065975402.1	WP_108796656.1	WP_088062102.1	WP_108862498.1	WP_088062102.1	WP_108884091.1	WP_108772798.1	WP_289357859.1	WP_108866180.1	WP_088056650.1	WP_088056650.1
OG0000064	WP_039418336.1	WP_208588012.1	WP_208588012.1	WP_002809739.1	WP_002809739.1	WP_088060898.1	WP_002809739.1	WP_088060898.1	WP_002809739.1	WP_002809739.1	WP_002809739.1	WP_002809739.1	WP_002809739.1	WP_002809739.1
OG0000065	WP_039417318.1	WP_279631220.1	WP_279631220.1	WP_231892695.1	WP_231892695.1	WP_231895661.1	WP_231892695.1	WP_231895661.1	WP_231892695.1	WP_231892695.1	WP_231892695.1	WP_231892695.1	WP_231892695.1	WP_231892695.1
OG0000066	WP_011347616.1	WP_208587355.1	WP_208587355.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1	WP_197493698.1
OG0000067	WP_228949438.1	WP_238135603.1	WP_238135603.1	WP_231892747.1	WP_231892747.1	WP_088061943.1	WP_234409874.1	WP_244614090.1	WP_234407774.1	WP_234407774.1	WP_234407774.1	WP_234407774.1	WP_234407774.1	WP_234407774.1
OG0000068	WP_260607984.1	WP_208588374.1	WP_208588374.1	WP_234420476.1	WP_108834300.1	WP_234414861.1	WP_002808521.1	WP_234414861.1	WP_108834300.1	WP_002808521.1	WP_234420808.1	WP_002808521.1	WP_002808521.1	WP_002808521.1
OG0000069	WP_027703763.1	WP_279631207.1	WP_279631207.1	WP_234410034.1	WP_234410034.1	WP_269456808.1	WP_234410034.1	WP_269456808.1	WP_234410034.1	WP_234410034.1	WP_234410034.1	WP_234410034.1	WP_234410034.1	WP_234410034.1
OG0000070	WP_218498620.1	WP_238135740.1	WP_238135740.1	WP_157276340.1	WP_159087708.1	WP_134656622.1	WP_157276340.1	WP_134656622.1	WP_159087708.1	WP_157276340.1	WP_157276340.1	WP_157276340.1	WP_157276340.1	WP_157276340.1
OG0000071	WP_011349176.1	WP_279631206.1	WP_279631206.1	WP_162138791.1	WP_162138791.1	WP_231895718.1	WP_162138791.1	WP_231895718.1	WP_162138791.1	WP_162138791.1	WP_162138791.1	WP_162138791.1	WP_162138791.1	WP_162138791.1
OG0000072	WP_011260681.1	WP_238135602.1	WP_238135602.1	WP_040762046.1	WP_234409115.1	WP_231895671.1	WP_231895765.1	WP_234422317.1	WP_231895765.1	WP_040762046.1	WP_040762046.1	WP_040762046.1	WP_234409115.1	WP_234409115.1
OG0000073	WP_011409498.1	WP_279631234.1	WP_279631234.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1	WP_231892709.1
OG0000074	WP_012438997.1	WP_208587311.1	WP_208587311.1	WP_234407783.1	WP_234407783.1	WP_088061130.1	WP_234407783.1	WP_088061130.1	WP_234407783.1	WP_234407783.1	WP_234407783.1	WP_234407783.1	WP_234407783.1	WP_234407783.1
OG0000075	WP_229015407.1	WP_238135586.1	WP_238135586.1	WP_197493703.1	WP_197493703.1	WP_231895653.1	WP_199913106.1	WP_231895653.1	WP_199910519.1	WP_197493703.1	WP_197493703.1	WP_197493703.1	WP_199913106.1	WP_199913106.1
OG0000076	WP_041855031.1	WP_208587352.1	WP_208587352.1	WP_002813913.1	WP_002813913.1	WP_088061061.1	WP_002813913.1	WP_088061061.1	WP_002813913.1	WP_002813913.1	WP_002813913.1	WP_002813913.1	WP_002813913.1	WP_002813913.1
OG0000077	WP_104549896.1	WP_208586973.1	WP_208586973.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1	WP_002814541.1
OG0000078		WP_002811703.1	WP_002811703.1	WP_108796735.1	WP_002811703.1	WP_002811703.1, WP_254218905.1	WP_002811703.1	WP_002811703.1	WP_002811703.1	WP_002811703.1	WP_002811703.1	WP_002811703.1	WP_002811703.1	WP_002811703.1
OG0000079		WP_208586647.1	WP_208586647.1	WP_002810787.1, WP_199915488.1	WP_002810787.1	WP_002810787.1	WP_002810787.1	WP_002810787.1	WP_002810787.1	WP_002810787.1	WP_002810787.1	WP_002810787.1	WP_002810787.1	WP_002810787.1
OG0000080		WP_208586724.1, WP_208587270.1, WP_208590304.1	WP_208586724.1, WP_208587270.1, WP_208590304.1		WP_002808212.1	WP_002808212.1	WP_199913045.1	WP_002808212.1, WP_167701826.1	WP_172402102.1, WP_199913045.1				WP_199914937.1	
OG0000081		WP_208586925.1	WP_208586925.1	WP_108796770.1, WP_159088957.1	WP_002814436.1	WP_088061619.1	WP_002814436.1	WP_088061619.1	WP_002814436.1	WP_002814436.1	WP_002814436.1	WP_002814436.1	WP_002814436.1	WP_002814436.1
OG0000082		WP_208587052.1	WP_208587052.1	WP_002802837.1	WP_108780176.1, WP_234423269.1	WP_002802837.1	WP_002802837.1	WP_002802837.1	WP_002802837.1	WP_002802837.1	WP_002802837.1	WP_002802837.1	WP_002802837.1	WP_002802837.1
OG0000083		WP_208587384.1	WP_208587384.1	WP_002812048.1, WP_108796730.1	WP_002812048.1	WP_002812048.1	WP_002812048.1	WP_002812048.1	WP_002812048.1	WP_002812048.1	WP_002812048.1	WP_002812048.1	WP_002812048.1	WP_002812048.1
OG0000084		WP_208587507.1	WP_208587507.1	WP_002811753.1	WP_002811753.1, WP_199913851.1	WP_002811753.1	WP_002811753.1	WP_002811753.1	WP_002811753.1	WP_002811753.1	WP_002811753.1	WP_002811753.1	WP_002811753.1	WP_002811753.1
OG0000085		WP_208587538.1	WP_208587538.1	WP_002811807.1	WP_002811807.1	WP_002811807.1	WP_002811807.1	WP_002811807.1, WP_134656619.1	WP_002811807.1	WP_002811807.1	WP_002811807.1	WP_002811807.1	WP_002811807.1	WP_002811807.1
OG0000086		WP_208587747.1	WP_208587747.1	WP_002804671.1	WP_002804671.1, WP_301950526.1	WP_088062086.1	WP_002804671.1	WP_088062086.1	WP_002804671.1	WP_002804671.1	WP_108820810.1	WP_002804671.1	WP_002804671.1	WP_002804671.1
OG0000087		WP_208588030.1	WP_208588030.1	WP_002809704.1, WP_159088897.1	WP_002809704.1	WP_002809704.1	WP_002809704.1	WP_002809704.1	WP_002809704.1	WP_002809704.1	WP_002809704.1	WP_002809704.1	WP_002809704.1	WP_002809704.1
OG0000088		WP_208588198.1	WP_208588198.1	WP_002803875.1	WP_108835093.1, WP_159093473.1	WP_088062316.1	WP_002803875.1	WP_088062316.1	WP_159088664.1	WP_002803875.1	WP_002803875.1	WP_002803875.1	WP_002803875.1	WP_002803875.1
OG0000089		WP_208588334.1	WP_208588334.1	WP_231892766.1	WP_002803797.1, WP_159093366.1	WP_231892766.1	WP_002803797.1	WP_002803797.1	WP_002803797.1	WP_002803797.1	WP_002803797.1	WP_002803797.1	WP_002803797.1	WP_002803797.1
OG0000090		WP_208588348.1	WP_208588348.1	WP_002803755.1, WP_159088992.1	WP_002803755.1	WP_088060852.1	WP_002803755.1	WP_088060852.1	WP_002803755.1	WP_002803755.1	WP_002803755.1	WP_002803755.1	WP_002803755.1	WP_002803755.1
OG0000091		WP_208588498.1	WP_208588498.1	WP_002802675.1	WP_002802675.1, WP_108835100.1	WP_002802675.1	WP_002802675.1	WP_002802675.1	WP_002802675.1	WP_002802675.1	WP_002802675.1	WP_002802675.1	WP_002802675.1	WP_002802675.1
OG0000092		WP_208588693.1	WP_208588693.1	WP_002804057.1	WP_002804057.1, WP_159093477.1	WP_088060967.1	WP_002804057.1	WP_088060967.1	WP_002804057.1	WP_002804057.1	WP_002804057.1	WP_002804057.1	WP_002804057.1	WP_002804057.1
OG0000093		WP_208589024.1	WP_208589024.1	WP_002811980.1, WP_199915478.1	WP_088061899.1	WP_088061899.1	WP_088056970.1	WP_088061899.1	WP_088061899.1	WP_002811980.1	WP_002811980.1	WP_002811980.1	WP_088056970.1	WP_088056970.1
OG0000094		WP_208589074.1	WP_208589074.1	WP_002805042.1	WP_108835038.1, WP_199913857.1	WP_088061008.1	WP_002805042.1	WP_088061008.1	WP_002805042.1	WP_002805042.1	WP_002805042.1	WP_002805042.1	WP_002805042.1	WP_002805042.1
OG0000095		WP_208589088.1	WP_208589088.1	WP_002805029.1	WP_002805029.1	WP_002805029.1, WP_109170815.1	WP_002805029.1	WP_002805029.1	WP_002805029.1	WP_002805029.1	WP_002805029.1	WP_002805029.1	WP_002805029.1	WP_002805029.1
OG0000096		WP_208589256.1	WP_208589256.1	WP_002812475.1, WP_276527037.1	WP_002812475.1	WP_002812475.1	WP_002812475.1	WP_002812475.1	WP_002812475.1	WP_002812475.1	WP_002812475.1	WP_002812475.1	WP_002812475.1	WP_002812475.1
OG0000097		WP_208589371.1	WP_208589371.1	WP_002802573.1, WP_199915537.1	WP_002802573.1	WP_088060990.1	WP_002802573.1	WP_088060990.1	WP_002802573.1	WP_002802573.1	WP_002802573.1	WP_002802573.1	WP_002802573.1	WP_002802573.1
OG0000098		WP_208589427.1	WP_208589427.1	WP_002814557.1	WP_108835044.1, WP_199913858.1	WP_002814557.1	WP_002814557.1	WP_002814557.1	WP_002814557.1	WP_002814557.1	WP_002814557.1	WP_002814557.1	WP_002814557.1	WP_002814557.1
OG0000099		WP_208589563.1	WP_208589563.1	WP_002812249.1	WP_002812249.1, WP_301950520.1	WP_002812249.1	WP_002812249.1	WP_002812249.1	WP_002812249.1	WP_002812249.1	WP_002812249.1	WP_002812249.1	WP_002812249.1	WP_002812249.1
OG0000100		WP_208589598.1	WP_208589598.1	WP_002812125.1, WP_276527038.1	WP_002812125.1	WP_002812125.1	WP_002812125.1	WP_002812125.1	WP_002812125.1	WP_002812125.1	WP_002812125.1	WP_002812125.1	WP_002812125.1	WP_002812125.1
OG0000101		WP_208589658.1	WP_208589658.1	WP_002808024.1	WP_002808024.1, WP_234423268.1	WP_002808024.1	WP_002808024.1	WP_002808024.1	WP_002808024.1	WP_002808024.1	WP_002808024.1	WP_002808024.1	WP_002808024.1	WP_002808024.1
OG0000102		WP_208589929.1	WP_208589929.1	WP_002807997.1	WP_108834424.1, WP_159093388.1	WP_088062452.1	WP_002807997.1	WP_088062452.1	WP_002807997.1	WP_002807997.1	WP_002807997.1	WP_002807997.1	WP_002807997.1	WP_002807997.1
OG0000103		WP_208589983.1	WP_208589983.1	WP_002802124.1	WP_002802124.1, WP_159093392.1	WP_002802124.1	WP_002802124.1	WP_002802124.1	WP_002802124.1	WP_002802124.1	WP_002802124.1	WP_002802124.1	WP_002802124.1	WP_002802124.1
OG0000104		WP_208589996.1	WP_208589996.1	WP_002802113.1, WP_276527048.1	WP_002802113.1	WP_002802113.1	WP_088056696.1	WP_002802113.1	WP_002802113.1	WP_002802113.1	WP_002802113.1	WP_002802113.1	WP_088056696.1	WP_088056696.1
OG0000105		WP_208590257.1	WP_208590257.1	WP_002802980.1, WP_234421227.1	WP_002802980.1	WP_002802980.1	WP_002802980.1	WP_002802980.1	WP_002802980.1	WP_002802980.1	WP_002802980.1	WP_002802980.1	WP_002802980.1	WP_002802980.1
OG0000106		WP_208590863.1	WP_208590863.1	WP_002811349.1	WP_002811349.1, WP_108834877.1	WP_231895692.1	WP_108772753.1		WP_002811349.1, WP_108834877.1	WP_002811349.1	WP_108801500.1	WP_108801500.1	WP_108801500.1	WP_002811349.1
OG0000107		WP_208591210.1	WP_208591210.1	WP_002813495.1, WP_234421216.1	WP_108834718.1	WP_088061349.1	WP_002813495.1	WP_088061349.1	WP_108834718.1	WP_002813495.1	WP_002813495.1	WP_002813495.1	WP_002813495.1	WP_002813495.1
OG0000108		WP_208591517.1	WP_208591517.1	WP_002803097.1, WP_199915539.1	WP_002803097.1	WP_088060972.1	WP_108780143.1	WP_088060972.1	WP_002803097.1	WP_002803097.1	WP_002803097.1	WP_002803097.1	WP_002803097.1	WP_002803097.1
OG0000109		WP_208591899.1	WP_208591899.1		WP_108835128.1		WP_002804295.1, WP_301931000.1	WP_088062711.1	WP_108835128.1	WP_002804295.1	WP_002804295.1	WP_002804295.1	WP_002804295.1, WP_301931000.1	WP_002804295.1, WP_088057157.1
OG0000110		WP_208591900.1	WP_208591900.1		WP_199913869.1		WP_002804296.1, WP_088057158.1	WP_002804296.1	WP_002804296.1	WP_002804296.1	WP_002804296.1	WP_002804296.1	WP_002804296.1, WP_088057158.1	WP_002804296.1, WP_088057158.1
OG0000111		WP_238135681.1	WP_238135681.1	WP_231892742.1	WP_159093424.1, WP_234408222.1	WP_231895611.1	WP_231892742.1	WP_231895611.1	WP_234408222.1	WP_231892742.1	WP_231892742.1	WP_231892742.1	WP_231892742.1	WP_231892742.1
OG0000112		WP_238135682.1	WP_238135682.1, WP_238135683.1	WP_145954063.1	WP_234423279.1	WP_088061343.1	WP_157276349.1	WP_088061343.1	WP_234408228.1	WP_157276349.1	WP_002813543.1	WP_157276349.1	WP_002813543.1	WP_157276349.1
OG0000113				WP_002806149.1	WP_108834898.1	WP_088061155.1	WP_088056794.1, WP_088056947.1	WP_088061155.1	WP_108834898.1	WP_002806149.1	WP_002806149.1	WP_002806149.1	WP_088056794.1, WP_088056947.1	WP_088056794.1, WP_088056947.1
OG0000114				WP_145954032.1	WP_159087721.1	WP_145953999.1	WP_145954032.1, WP_145954114.1	WP_145953999.1	WP_159087721.1	WP_145954032.1	WP_145954032.1	WP_145954032.1	WP_145954032.1, WP_145954114.1	WP_145954032.1, WP_145954114.1
OG0000115						WP_239425906.1	WP_234419616.1, WP_234419623.1, WP_301930998.1	WP_244614088.1		WP_234408013.1, WP_301930995.1	WP_234409890.1, WP_301926318.1	WP_234409890.1, WP_301930995.1	WP_234418023.1, WP_301930998.1	WP_234409142.1
OG0000116	WP_007970248.1, WP_272820829.1			WP_197493695.1	WP_040761827.1	WP_040761827.1	WP_040761827.1	WP_040761827.1	WP_197493695.1	WP_197493695.1	WP_197493695.1	WP_197493695.1	WP_040761827.1	WP_197493695.1
OG0000117		WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1	WP_002802070.1
OG0000118		WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1	WP_002802122.1
OG0000119		WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1	WP_002802131.1
OG0000120		WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1	WP_002802217.1
OG0000121		WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1	WP_002802761.1
OG0000122		WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1	WP_002802878.1
OG0000123		WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1	WP_002803651.1
OG0000124		WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1	WP_002803896.1
OG0000125		WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1	WP_002804067.1
OG0000126		WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1	WP_002804351.1
OG0000127		WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1	WP_002804358.1
OG0000128		WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1	WP_002804408.1
